CustomerID,CompanyName,CompanyNumber,TaxNumber,Email,Address,City,Country,PhoneNumber,IndustrialCodeLevel1,IndustrialCodeLevel2,IndustrialCodeLevel3,CompanyEstablishmentDate,CustomerEstablishmentDate,Face_to_Face_Establishment,AccountBalance,AverageAccountBalance,AverageTransactionAmount,LastODD
20599,Washington Inc,380178992,380178992,bakersamantha@harris.com,"11508 Barrera Shores Suite 456, New Charles, MN 56617",New Charles,Norway,43858365.0,46,46.7,46.75,2002-12-16,2020-03-11,Yes,2900932.96805158,2948345.44,424093.9,2023-08-28
38394,"Gutierrez, Robertson and Soto",481371780,481371780,martinezsharon@thompson-gregory.com,"164 Walker Road Apt. 598, Burtonbury, UT 20771",Burtonbury,Norway,52497023.0,94,94.2,94.2,1998-01-15,2015-10-24,Yes,6736994.371848358,6685462.5,586537.0,2022-02-21
48794,Mendoza-Mills,545753258,545753258,daniellesolis@smith.com,"2203 Moore Burgs, Johnsonmouth, AS 83246",Johnsonmouth,Norway,52186916.0,10,2024-08-10 00:00:00,1983-10-01 00:00:00,2002-04-08,2020-07-03,No,4482080.385684719,4492472.35,114191.43,2023-01-31
48466,Lopez Inc,602759357,602759357,bsandoval@lee.biz,"37355 Parsons Mission, North Shannon, AZ 91418",North Shannon,Norway,79183352.0,46,46.2,46.23,2009-06-01,2018-09-19,No,1765133.9521531512,1744047.79,754935.17,2023-11-16
39323,"Lopez, Ryan and Cooley",355790169,355790169,bryantdeborah@hunter.biz,"76208 Parsons Meadow Apt. 419, Meganfurt, MD 32979",Meganfurt,Norway,67319529.0,43,43.2,43.29,2016-08-16,2022-04-03,No,5533696.053800873,5599317.14,2190490.34,2022-08-03
19455,Sloan-Francis,773335038,773335038,morrissteven@jenkins.com,"USNV Gomez, FPO AA 33380",USNV Gomez,Norway,74587962.0,65,65.2,65.2,1999-08-23,2002-09-25,No,6528344.891879179,6608603.72,2679790.58,2022-06-30
21961,"Austin, Smith and Lee",258163156,258163156,meadowsmichelle@cisneros.com,"4000 Roman Ridges Apt. 461, Griffintown, WY 30149",Griffintown,Norway,68319245.0,59,59.1,59.14,2020-03-04,2021-09-11,No,7554400.07886692,7553176.19,2142270.23,2023-10-22
50944,Armstrong-Clarke,531370752,531370752,ktran@bauer-smith.biz,"2604 Jody Lane, Smithbury, SD 06953",Smithbury,Norway,46134070.0,31,31.0,2024-03-31 00:00:00,2010-01-06,2011-08-28,Yes,6271032.972462332,4101970.0,2673838.13,2023-09-24
41159,"Woods, Fox and Odom",415282178,415282178,jeffgregory@wright.com,"2955 Turner Islands, Lake Lisa, GA 84831",Lake Lisa,Norway,69981351.0,13,2024-09-13 00:00:00,13.95,2011-03-27,2012-08-17,No,3652083.730701039,3590493.15,2467000.16,2022-09-12
27834,Harmon Group,824020064,824020064,amyhall@best.com,"370 Robert Stream Apt. 893, Whiteshire, AZ 53974",Whiteshire,Norway,66597320.0,46,46.5,46.51,2023-07-18,2023-10-02,Yes,480660.401993465,477002.87,2356088.69,2023-01-02
10462,"Flores, Thomas and Peterson",396801855,396801855,austin03@short-mitchell.com,"PSC 4913, Box 5301, APO AE 33541",Box 5301,Norway,98725890.0,47,47.7,47.722,2013-07-03,2020-04-13,Yes,7417237.081805081,5834188.0,1228115.06,2021-08-04
48834,Fox Ltd,524917097,524917097,pobrien@butler-lee.com,"75961 Baker Park, Lake Charlestown, VI 88663",Lake Charlestown,Norway,68151285.0,45,45.1,45.192,2007-04-10,2022-07-22,No,8749307.193460442,8838923.62,1023193.52,2023-11-15
24052,Ball LLC,744425646,744425646,alan55@li.com,"058 Case Street Apt. 347, Arnoldport, PR 85049",Arnoldport,Norway,31931846.0,46,46.4,46.491,2018-05-27,2020-03-13,No,9013947.655065874,8998925.76,1544096.92,2022-11-13
18805,"Ford, George and Williams",112971583,112971583,rmurphy@tran.com,"09195 Benjamin Haven Suite 572, Medinabury, ND 21652",Medinabury,Norway,53345876.0,91,91.0,91.021,2012-04-25,2016-11-25,No,9147002.655469898,9234822.47,1515419.0,2021-10-21
23935,"Miller, Cooper and Marshall",880155290,880155290,roachstephanie@simmons-cruz.info,"73279 Steven Green, Duranberg, MN 53855",Duranberg,Norway,88568022.0,87,87.2,87.201,2007-10-28,2018-12-29,Yes,4135992.599758889,4132773.66,1250563.52,2024-03-09
30914,Watts-Avila,789352788,789352788,markrobinson@harper.com,"148 John Court Apt. 395, West Shaun, NV 00966",West Shaun,Norway,80080217.0,10,2024-06-10 00:00:00,1962-10-01 00:00:00,2013-10-21,2017-04-13,No,4792366.441554327,4728023.13,694201.41,2023-08-07
35999,Spencer Inc,876150290,876150290,manuel85@odonnell-barnes.com,"5635 Joel Lodge, West Timothy, OR 13544",West Timothy,Norway,43176409.0,10,2024-04-10 00:00:00,10.411,2020-05-04,2022-03-10,No,8791436.020563109,6103922.0,1500835.78,2022-02-18
49353,"Obrien, Hudson and Jacobs",372893941,372893941,joshuavincent@roberts.com,"325 Rodriguez Glens Apt. 644, West Eric, TX 54738",West Eric,Norway,83565821.0,90,90.0,90.031,1996-08-16,2013-10-21,No,5618072.311256098,11537552.0,1899073.15,2022-08-12
36472,"Fisher, Hayes and Hall",586972156,586972156,davidcollins@fischer-chavez.biz,"78311 Elizabeth Path, Sarahport, WY 43381",Sarahport,Norway,54651122.0,20,2024-05-20 00:00:00,20.51,2016-11-22,2018-02-19,No,8867563.975195851,8852367.4,2192042.22,2021-04-15
44066,"Tucker, Hunter and Clark",737442527,737442527,sharon50@patel.org,"793 Keith Union, Gutierrezland, NJ 69798",Gutierrezland,Norway,80034520.0,35,35.1,35.12,2003-12-17,2010-08-06,No,3978903.213759509,3987972.35,1332669.31,2023-07-02
37449,Duran-Gates,909896451,909896451,anthony27@smith-smith.com,"1203 King Passage, South Ryan, KS 45473",South Ryan,Norway,48883690.0,93,93.1,93.12,2022-01-19,2023-10-02,No,8395967.665960772,8302998.2,1441709.12,2023-02-13
45318,Smith-Hernandez,957133769,957133769,daguirre@dickerson-powell.com,"213 Travis Light Apt. 216, North Laurahaven, WV 80314",North Laurahaven,Norway,74535253.0,46,46.6,46.66,2004-08-16,2009-12-20,No,4930706.946391759,5009907.06,532663.72,2021-08-01
56398,Larsen-Richardson,700538783,700538783,tiffanyortiz@lyons.net,"60559 Valerie Course Apt. 359, North Kristen, AZ 88470",North Kristen,United Kingdom,86126224.0,46,46.6,46.691,2010-06-16,2012-01-17,Yes,259727.9018789554,170112.3,1577885.91,2022-06-13
17029,Sparks-Strickland,298025038,298025038,kayla40@collier-wilson.com,"7857 James Ranch Apt. 177, South Stacy, SC 30227",South Stacy,Norway,52842034.0,49,49.4,49.42,2002-01-22,2008-09-11,Yes,7864368.826900873,7771539.82,1281569.04,2021-05-07
21489,"Lee, Walsh and Bruce",858001954,858001954,smorton@hunt-morris.biz,"062 Armstrong Keys Apt. 803, Lake Michelle, NC 48081",Lake Michelle,Norway,66480188.0,49,49.4,49.42,2004-10-24,2012-06-18,Yes,1453668.301674829,1442665.12,1465906.1,2024-03-09
52257,Hunter Ltd,221381855,221381855,davidhunt@flores.com,"814 Tricia Island, Benderton, OH 86277",Benderton,Norway,73585406.0,17,2024-02-17 00:00:00,17.29,2023-12-31,2024-01-20,No,4809350.652322559,4807624.79,231222.32,2024-01-07
25838,Ward LLC,441650702,441650702,brian78@mckinney.com,"040 Gallegos Mountains, Mitchellchester, VT 45610",Mitchellchester,Norway,46887393.0,86,86.9,86.902,2019-12-01,2021-07-25,Yes,2579600.4751460915,2613188.77,2446249.63,2024-02-23
23476,Williams PLC,593084499,593084499,jacob95@reynolds.com,"549 Kathryn Loaf Apt. 485, West Drew, MN 10692",West Drew,Norway,59920458.0,90,90.0,90.031,2004-03-12,2018-11-25,No,2648268.192140945,2633344.04,2082894.15,2023-03-17
18691,"Compton, Brown and Carney",787943842,787943842,brittany56@best.com,"10828 King Causeway Apt. 557, Bowenview, WI 56297",Bowenview,Norway,78133603.0,46,46.2,46.22,2015-11-05,2017-12-23,Yes,2117003.837490206,2087004.16,1244424.06,2022-06-21
28981,Gonzalez-Stevens,696296943,696296943,ashlee96@swanson-collins.info,"07723 Michael Views, Smithview, MN 89113",Smithview,Norway,93249073.0,1,2024-02-01 00:00:00,2021-01-01 00:00:00,2002-01-15,2018-02-19,Yes,7696087.724333336,7676287.91,2135554.9,2021-04-16
38827,"Henderson, Jones and Smith",652176155,652176155,spencerchristensen@lane.com,"861 Scott Road Suite 236, East Charles, NJ 91115",East Charles,Norway,39468539.0,23,2024-06-23 00:00:00,23.64,2005-06-02,2019-10-28,No,4185024.3112254674,4236202.47,341793.74,2022-12-16
28737,Montgomery Inc,841320882,841320882,brittanyfernandez@hall.com,"86942 Tiffany Mission, Lake Scott, OK 14321",Lake Scott,Brazil,55310532.0,52,52.2,52.221,2010-11-02,2012-07-20,Yes,6094151.868881276,6169928.73,2512232.96,2021-05-08
41920,Olson-Bryant,147698654,147698654,crystal90@bryan.com,"8110 Jesse Bridge Apt. 812, Marktown, VI 03514",Marktown,Norway,62980206.0,85,85.4,85.424,2024-02-28,2024-03-04,Yes,6461782.305824122,6400864.34,282056.64,2023-01-18
35064,Mason Inc,555016966,555016966,markboyle@maldonado-williams.com,"583 Wang Point, Carolmouth, NJ 82107",Carolmouth,Norway,49813741.0,82,82.1,82.19,2010-11-15,2020-07-15,No,7774428.50151947,7778678.36,232796.12,2022-12-10
41580,Bailey Group,998771310,998771310,yvette83@montoya.info,"1996 Blair Junctions Suite 700, Port Jeffrey, ME 02839",Port Jeffrey,Norway,74758597.0,1,2024-04-01 00:00:00,1942-01-01 00:00:00,2016-06-03,2021-09-03,No,5060312.800131287,6152764.0,1115306.4,2021-07-16
10709,Oliver-Pitts,926184374,926184374,amber07@rangel-marshall.info,"10042 Baker Forges, Laurenburgh, CO 28181",Laurenburgh,Norway,50739868.0,93,93.2,93.292,2011-09-15,2016-09-28,No,1484351.4681110166,1407857.21,1143510.64,2023-03-31
52123,Marquez LLC,133311009,133311009,kcarter@baker.net,"06631 Weeks Centers, North Steven, AL 55616",North Steven,Norway,85087528.0,95,95.1,95.12,2013-11-25,2015-09-20,No,4760943.808838538,4787882.68,623072.31,2022-10-26
21537,Munoz PLC,813602423,813602423,chelsea11@edwards-andrews.com,"34679 Linda Street Suite 730, New Michael, DC 29841",New Michael,Norway,35949177.0,73,73.1,73.11,2007-04-07,2020-11-08,No,1146831.3056707373,1178398.05,1511795.18,2021-05-04
19503,Graves-Norris,464294834,464294834,fmorrow@beasley.biz,"3422 Andrew Isle, Thomasberg, NC 97557",Thomasberg,Norway,41757345.0,20,2024-01-20 00:00:00,2024-12-20 00:00:00,2020-04-22,2023-02-20,No,2581984.773481991,2564996.43,1697594.19,2024-01-22
41152,Williams-Galvan,301589431,301589431,glawrence@miller.com,"118 Jones Common, Davidburgh, ID 82516",Davidburgh,Norway,59527512.0,85,85.5,85.51,2007-07-01,2024-01-14,No,7163137.794448892,7150354.77,1798567.77,2023-08-07
16821,Garza Inc,821112193,821112193,newmandanielle@carey-gaines.com,"01118 Ramirez Mountains, New Jaclyn, NJ 80067",New Jaclyn,China,78738755.0,29,2024-02-29 00:00:00,2024-02-29 00:00:00,2003-08-28,2009-02-02,No,2848380.300688876,2934895.97,1140718.13,2022-08-19
32337,"Ayala, Mcmahon and Atkinson",284617945,284617945,mcneilmarie@saunders.com,"607 Timothy Brooks Apt. 044, East Elizabethburgh, IL 80980",East Elizabethburgh,Denmark,64577941.0,35,35.1,35.12,2007-07-05,2018-06-07,Yes,2278245.1243338906,2188639.08,385951.57,2021-09-15
13407,Austin Ltd,942476397,942476397,ttucker@morgan.biz,"538 Hawkins Mission Suite 055, Reedmouth, AK 11757",Reedmouth,Norway,50303126.0,23,2024-04-23 00:00:00,23.43,2021-03-17,2021-09-22,Yes,5933318.865105327,6001978.62,1058583.57,2023-11-06
16775,Glass Group,359569742,359569742,phillipsdavid@moore.com,"062 Harris Place, Lake Shannon, NY 36344",Lake Shannon,Norway,34947377.0,27,2024-01-27 00:00:00,2024-12-27 00:00:00,2000-11-23,2005-08-31,Yes,2970815.7612360176,2942803.48,320196.9,2021-08-05
48878,Hess-Pena,825449000,825449000,zsmith@miller.com,"PSC 1101, Box 7799, APO AE 72999",Box 7799,Norway,48203243.0,32,32.4,32.4,2003-09-25,2023-08-04,Yes,4821554.296995073,4727157.92,2403613.25,2023-12-25
51872,Holmes Group,285010977,285010977,pmitchell@jenkins.net,"965 Levy Overpass Apt. 369, North Edwardshire, AR 03111",North Edwardshire,Norway,59188197.0,88,88.9,88.995,2009-10-18,2013-07-29,Yes,553249.0437816913,566211.74,928816.93,2022-11-03
20551,Smith Group,169408607,169408607,lucasbenson@hughes.org,"82487 William Neck Suite 387, Lake Aaron, MO 49911",Lake Aaron,New Zealand,56079833.0,64,64.1,64.11,2016-04-03,2017-03-24,Yes,9216287.865794595,9187416.02,2262301.43,2021-03-18
15168,Rodriguez Group,111520598,111520598,johnstonanna@parker-rowe.org,"28450 Stephen Place, South April, ND 38942",South April,Ireland,32369454.0,5,2024-01-05 00:00:00,2024-01-05 00:00:00,1996-01-04,1996-06-13,Yes,5893994.095171927,5846450.88,2194539.58,2022-07-19
42714,Ramos Group,761597164,761597164,kevinclark@anderson.com,"503 Dixon Prairie, Margaretland, PR 71544",Margaretland,Norway,54737756.0,85,85.5,85.521,2000-10-24,2018-09-17,No,6260621.190159732,6197721.4,1309481.18,2022-11-06
15736,Higgins Ltd,767358662,767358662,peggy74@arnold-day.com,"25807 Maria Extension, Lake Justin, AS 76970",Lake Justin,Norway,79348025.0,1,2024-06-01 00:00:00,1963-01-01 00:00:00,2003-05-27,2006-09-13,No,4483917.754321534,4521019.59,1115133.76,2023-11-16
36868,"Kelley, Bradley and Preston",311455499,311455499,margaret40@gutierrez-stevens.biz,"0909 Finley Route Suite 222, Port Katherine, ID 74467",Port Katherine,Norway,43277441.0,45,45.1,45.191,1996-02-09,2016-03-03,No,1527066.045304505,1562115.92,733503.01,2022-06-08
40595,Fields-Martin,809816532,809816532,williamlindsey@molina.info,"74178 Washington Islands Suite 593, Rodriguezbury, MI 59743",Rodriguezbury,Norway,84471702.0,81,81.1,81.109,1997-03-21,2004-11-24,Yes,3150532.495680292,3240924.78,2590706.94,2022-12-19
42158,Avila-Gray,822990455,822990455,thomaslauren@wilcox-cox.com,"496 Maria Loop, Alextown, HI 22116",Alextown,Norway,73148991.0,10,2024-08-10 00:00:00,1985-10-01 00:00:00,2013-07-03,2016-09-17,No,8091951.014856465,8026664.57,1055908.38,2021-12-15
16267,Bailey Inc,864875169,864875169,mgreene@james-logan.info,"572 Cox Landing Apt. 793, West Melissa, OK 49527",West Melissa,Norway,49637823.0,52,52.1,52.1,2019-03-15,2023-11-06,No,3442878.7320768014,5433443.0,1883815.54,2021-11-04
31731,Dalton Ltd,843686554,843686554,uwong@hernandez.com,"64754 Jessica Dale, New Robert, KY 63962",New Robert,Norway,63558077.0,85,85.3,85.32,2011-08-20,2023-05-22,Yes,5636491.034441166,5538702.78,1097378.8,2022-05-29
